age,cohort,model_prop_f,model_prop_m
12,1986.0,0.05371900826446281,0.0
13,1986.0,0.10559006211180125,0.0021645021645021645
14,1986.0,0.17463617463617465,0.008714596949891068
15,1986.0,0.26260504201680673,0.013071895424836602
16,1986.0,0.3890063424947146,0.0611353711790393
17,1986.0,0.5084745762711864,0.18859649122807018
18,1986.0,0.6029723991507431,0.2743362831858407
19,1986.0,0.6923076923076923,0.3924611973392461
20,1986.0,0.7516059957173448,0.5145413870246085
21,1986.0,0.8043010752688172,0.6036036036036037
22,1986.0,0.8648068669527897,0.7168949771689498
23,1986.0,0.9030172413793104,0.7706422018348624
24,1986.0,0.9264069264069265,0.8566978193146417
25,1986.0,0.9478260869565217,0.0
26,1986.0,0.9627192982456141,0.0
27,1986.0,0.973568281938326,0.0
28,1986.0,0.9800884955752213,0.0
29,1986.0,0.984375,0.0
30,1986.0,0.9864864864864865,0.0
12,1987.0,0.0430327868852459,0.0
13,1987.0,0.1078838174273859,0.0
14,1987.0,0.162839248434238,0.004
15,1987.0,0.2578616352201258,0.014056224899598393
16,1987.0,0.3705263157894737,0.05030181086519115
17,1987.0,0.4883720930232558,0.18421052631578946
18,1987.0,0.6319148936170212,0.32040816326530613
19,1987.0,0.7261146496815286,0.41975308641975306
20,1987.0,0.7953091684434968,0.51340206185567
21,1987.0,0.8509719222462203,0.6177685950413223
22,1987.0,0.8869565217391304,0.7047817047817048
23,1987.0,0.9229074889867841,0.7975270479134466
24,1987.0,0.9401330376940134,0.0
25,1987.0,0.9487750556792873,0.0
26,1987.0,0.959731543624161,0.0
27,1987.0,0.9685393258426966,0.0
28,1987.0,0.9796380090497737,0.0
29,1987.0,0.9886621315192744,0.0
30,1987.0,0.9886363636363636,0.0
12,1988.0,0.041584158415841586,0.0019305019305019305
13,1988.0,0.07936507936507936,0.0019455252918287938
14,1988.0,0.1610337972166998,0.0078125
15,1988.0,0.246,0.013725490196078431
16,1988.0,0.36619718309859156,0.06692913385826772
17,1988.0,0.4909090909090909,0.1782178217821782
18,1988.0,0.5740365111561866,0.3101391650099404
19,1988.0,0.6612576064908722,0.41767068273092367
20,1988.0,0.7433808553971487,0.5313131313131313
21,1988.0,0.7971311475409836,0.6490872210953347
22,1988.0,0.8497942386831275,0.728110599078341
23,1988.0,0.8946280991735537,0.0
24,1988.0,0.9229166666666667,0.0
25,1988.0,0.9517819706498952,0.0
26,1988.0,0.9574468085106383,0.0
27,1988.0,0.9678111587982833,0.0
28,1988.0,0.9848484848484849,0.0
29,1988.0,0.9890590809628009,0.0
30,1988.0,0.9934065934065934,0.0
